Prognoseraum,Bezeichnung,Anteil,year
0205,Friedrichshain Ost,9.1,2013
0301,Buch,43.7,2013
0302,Nördliches Pankow,18,2013
0303,Nördliches Weißensee,22.1,2013
0304,Südliches Pankow,20,2013
0305,Südliches Weißensee,21.1,2013
0306,Nördlicher Prenzl. Berg,18,2013
0307,Südlicher Prenzl. Berg,13.7,2013
0401,Charlottenburg-Nord,7.7,2013
0402,Westend,11.7,2013
0403,Charlottenburg,13.2,2013
0404,Schmargendorf,20.4,2013
0405,Wilmersdorf,19.4,2013
0406,Forst Grunewald,0,2013
0501,SPA 1,20.6,2013
0502,SPA 2,19.6,2013
0503,SPA 3,22.5,2013
0504,SPA 4,18.1,2013
0601,Region A,9.9,2013
0602,Region B,16.6,2013
0603,Region C,10.7,2013
0604,Region D,7.7,2013
0701,Schöneberg-Nord,18.6,2013
0702,Schöneberg-Süd,19.7,2013
0703,Friedenau,14,2013
0704,Tempelhof,24.5,2013
0705,Mariendorf,20,2013
0706,Marienfelde,26.5,2013
0707,Lichtenrade,26.7,2013
0801,Neukölln,28.6,2013
0802,Britz-Buckow,23.1,2013
0803,Gropiusstadt,27.3,2013
0804,Buckow Nord / Rudow,25.5,2013
0901,Treptow-Köpenick 1,17.3,2013
0902,Treptow-Köpenick 2,16.4,2013
0903,Treptow-Köpenick 3,17,2013
0904,Treptow-Köpenick 4,12.5,2013
0905,Treptow-Köpenick 5,8.8,2013
1001,Marzahn,32.5,2013
1002,Hellersdorf,35.4,2013
1003,Biesdorf,16.9,2013
1004,Kaulsdorf / Mahlsdorf,17.4,2013
1101,Hohenschönhausen Nord,24.1,2013
1102,Hohenschönhausen Süd,14.4,2013
1103,Lichtenberg Nord,20.9,2013
1104,Lichtenberg Mitte,21.3,2013
1105,Lichtenberg Süd,11.4,2013
1210,Reinickendorf-Ost,28.2,2013
1221,Tegel,13.8,2013
1222,Heiligensee-Konradshöhe,9.2,2013
1223,Frohnau-Hermsdorf,8.5,2013
1230,Waidmannslust,23.5,2013
0101,Zentrum,9.8,2012
0102,Moabit,22.8,2012
0103,Gesundbrunnen,35,2012
0104,Wedding,31.9,2012
0201,Kreuzberg Nord,25.5,2012
0202,Kreuzberg Süd,11.7,2012
0203,Kreuzberg Ost,15.2,2012
0204,Friedrichshain West,4.7,2012
0205,Friedrichshain Ost,7.7,2012
0301,Buch,24.5,2012
0302,Nördliches Pankow,16,2012
0303,Nördliches Weißensee,18.2,2012
0304,Südliches Pankow,17.5,2012
0305,Südliches Weißensee,20.2,2012
0306,Nördlicher Prenzl. Berg,9.7,2012
0307,Südlicher Prenzl. Berg,10.9,2012
0401,Charlottenburg-Nord,11.3,2012
0402,Westend,4.5,2012
0403,Charlottenburg,12.3,2012
0404,Schmargendorf,19.2,2012
0405,Wilmersdorf,19.2,2012
0406,Forst Grunewald,0,2012
0501,SPA 1,12.9,2012
0502,SPA 2,15.9,2012
0503,SPA 3,8.8,2012
0504,SPA 4,16.1,2012
0601,Region A,8.8,2012
0602,Region B,10.9,2012
0603,Region C,9.6,2012
0604,Region D,5.2,2012
0701,Schöneberg-Nord,17.4,2012
0702,Schöneberg-Süd,14.8,2012
0703,Friedenau,6.7,2012
0704,Tempelhof,22.4,2012
0705,Mariendorf,15.6,2012
0706,Marienfelde,15.4,2012
0707,Lichtenrade,21.1,2012
0801,Neukölln,25.7,2012
0802,Britz-Buckow,16.5,2012
0803,Gropiusstadt,25.6,2012
0804,Buckow Nord / Rudow,17,2012
0901,Treptow-Köpenick 1,14.1,2012
0902,Treptow-Köpenick 2,13.7,2012
0903,Treptow-Köpenick 3,7.4,2012
0904,Treptow-Köpenick 4,11,2012
0905,Treptow-Köpenick 5,9,2012
1001,Marzahn,28.2,2012
1002,Hellersdorf,25.2,2012
1003,Biesdorf,14.8,2012
1004,Kaulsdorf / Mahlsdorf,16.1,2012
1101,Hohenschönhausen Nord,20.5,2012
1102,Hohenschönhausen Süd,10.5,2012
1103,Lichtenberg Nord,18.2,2012
1104,Lichtenberg Mitte,16.5,2012
1105,Lichtenberg Süd,9.5,2012
1210,Reinickendorf-Ost,24.6,2012
1221,Tegel,13.9,2012
1222,Heiligensee-Konradshöhe,10.8,2012
1223,Frohnau-Hermsdorf,6.3,2012
1230,Waidmannslust,17.8,2012
0101,Zentrum,16.385135135135137,2007
0102,Moabit,19.467554076539102,2007
0103,Gesundbrunnen,37.327823691460054,2007
0104,Wedding,26.390685640362225,2007
0201,Kreuzberg Nord,24.618736383442265,2007
0202,Kreuzberg Süd,17.24137931034483,2007
0203,Kreuzberg Ost,22.843822843822842,2007
0204,Friedrichshain West,19.838056680161944,2007
0205,Friedrichshain Ost,9.580838323353293,2007
0301,Buch,34.31372549019608,2007
0302,Nördliches Pankow,12.235294117647058,2007
0303,Nördliches Weißensee,13.310580204778157,2007
0304,Südliches Pankow,11.7310443490701,2007
0305,Südliches Weißensee,16.17161716171617,2007
0306,Nördlicher Prenzl. Berg,11.221122112211221,2007
0307,Südlicher Prenzl. Berg,9.933774834437086,2007
0401,Charlottenburg-Nord,9.01639344262295,2007
