,Prognoseraum,Bezeichnung,have_language_deficit_relative,year,attended_kita_more_than_2_years_relative,attended_u8_relative,have_own_tv_relative,have_prominent_visuo_motoric_disorder_relative
664,0201,Kreuzberg Nord,0,2007,75.9825327510917,71.42857142857143,25.991189427312776,24.618736383442265
665,0202,Kreuzberg Süd,0,2007,82.63358778625954,79.95642701525054,12.6232741617357,17.24137931034483
666,0203,Kreuzberg Ost,0,2007,79.4392523364486,77.94871794871794,16.626506024096386,22.84382284382284
667,0204,Friedrichshain West,0,2007,84.0,84.4559585492228,15.98360655737705,19.838056680161944
668,0205,Friedrichshain Ost,0,2007,91.3555992141454,82.91571753986332,9.322033898305085,9.580838323353293
669,0301,Buch,0,2007,91.58878504672896,82.3529411764706,19.0,34.31372549019608
670,0302,Nördliches Pankow,0,2007,93.93939393939394,88.64197530864197,11.764705882352942,12.235294117647058
671,0303,Nördliches Weißensee,0,2007,96.96969696969695,91.76029962546816,14.930555555555555,13.310580204778155
672,0304,Südliches Pankow,0,2007,95.05649717514125,87.30407523510972,8.258258258258259,11.7310443490701
673,0305,Südliches Weißensee,0,2007,93.04635761589404,84.90566037735849,15.19434628975265,16.17161716171617
674,0306,Nördlicher Prenzl. Berg,0,2007,92.28243021346468,87.22222222222223,6.642728904847397,11.22112211221122
675,0307,Südlicher Prenzl. Berg,0,2007,95.35398230088497,90.126582278481,4.07673860911271,9.933774834437086
676,0401,Charlottenburg-Nord,0,2007,77.23577235772358,89.91596638655462,0.0,9.01639344262295
677,0402,Westend,0,2007,93.2,91.70506912442396,3.4782608695652173,3.238866396761133
678,0403,Charlottenburg,0,2007,84.18549346016647,86.17021276595744,12.07865168539326,12.062726176115802
679,0404,Schmargendorf,0,2007,83.93442622950819,86.66666666666667,5.6105610561056105,8.945686900958467
680,0405,Wilmersdorf,0,2007,82.6603325415677,88.91891891891892,4.609929078014185,14.084507042253522
681,0406,Forst Grunewald,0,2007,0.0,0.0,0.0,0.0
682,0501,SPA 1,0,2007,80.44619422572178,84.37025796661608,20.495185694635488,17.146596858638745
683,0502,SPA 2,0,2007,81.69642857142857,85.69051580698836,22.149837133550488,18.5459940652819
684,0503,SPA 3,0,2007,81.04265402843602,82.56410256410257,22.448979591836736,21.904761904761905
685,0504,SPA 4,0,2007,93.67088607594935,94.63087248322148,3.5211267605633805,11.656441717791411
686,0601,Region A,0,2007,89.14728682170542,87.83505154639175,8.450704225352112,9.596928982725528
687,0602,Region B,0,2007,90.20618556701032,89.68692449355433,10.054844606946984,17.72805507745267
688,0603,Region C,0,2007,93.95424836601308,92.29390681003584,4.11663807890223,11.716171617161717
689,0604,Region D,0,2007,90.10989010989012,92.15686274509804,2.755267423014587,5.678233438485805
690,0701,Schöneberg-Nord,0,2007,82.77511961722487,77.89757412398922,13.959390862944163,16.019417475728154
691,0702,Schöneberg-Süd,0,2007,88.55421686746988,83.6734693877551,8.201892744479496,16.96969696969697
692,0703,Friedenau,0,2007,90.52631578947368,89.04899135446686,9.166666666666666,16.756756756756758
693,0704,Tempelhof,0,2007,84.38914027149322,82.30958230958231,12.529550827423169,21.11368909512761
694,0705,Mariendorf,0,2007,87.8419452887538,87.24832214765101,15.92356687898089,18.633540372670808
695,0706,Marienfelde,0,2007,82.85714285714286,90.52631578947368,19.8019801980198,10.90047393364929
696,0707,Lichtenrade,0,2007,86.28841607565012,87.62886597938144,11.89873417721519,13.981042654028435
697,0801,Neukölln,0,2007,65.36827195467423,70.1067615658363,26.12681436210848,26.32342277012328
698,0802,Britz-Buckow,0,2007,79.3103448275862,84.65227817745803,14.454976303317537,17.062634989200863
699,0803,Gropiusstadt,0,2007,78.27715355805243,83.13253012048193,19.444444444444443,17.91044776119403
700,0804,Buckow Nord / Rudow,0,2007,86.24078624078624,84.67532467532467,13.903743315508022,13.970588235294118
701,0901,Treptow-Köpenick 1,0,2007,90.35812672176309,82.2289156626506,11.078717201166182,15.702479338842975
702,0902,Treptow-Köpenick 2,0,2007,91.13924050632912,80.16759776536313,17.694369973190348,19.03553299492386
703,0903,Treptow-Köpenick 3,0,2007,92.21105527638191,85.75268817204301,19.791666666666668,7.888040712468193
704,0904,Treptow-Köpenick 4,0,2007,95.73643410852712,87.1900826446281,11.15702479338843,18.65079365079365
705,0905,Treptow-Köpenick 5,0,2007,94.86404833836858,90.58441558441558,7.570977917981073,15.709969788519638
706,1001,Marzahn,0,2007,85.11198945981555,85.26645768025078,26.82215743440233,21.216041397153944
707,1002,Hellersdorf,0,2007,84.06593406593407,84.35643564356435,30.813953488372093,22.591943957968475
708,1003,Biesdorf,0,2007,96.0,96.22641509433964,11.214953271028037,8.0
709,1004,Kaulsdorf / Mahlsdorf,0,2007,95.2076677316294,89.70099667774086,10.367892976588628,9.779179810725552
710,1101,Hohenschönhausen Nord,0,2007,89.32038834951456,86.36363636363636,29.743589743589745,26.697892271662763
711,1102,Hohenschönhausen Süd,0,2007,92.10526315789474,90.234375,14.393939393939394,17.53731343283582
712,1103,Lichtenberg Nord,0,2007,87.5,83.17757009345794,20.930232558139537,9.295774647887324
713,1104,Lichtenberg Mitte,0,2007,87.53246753246754,83.47578347578347,22.727272727272727,15.869017632241814
714,1105,Lichtenberg Süd,0,2007,96.48241206030151,92.17877094972069,7.853403141361256,4.975124378109452
715,1210,Reinickendorf-Ost,0,2007,81.5934065934066,77.71084337349397,30.397727272727277,24.517906336088156
716,1221,Tegel,0,2007,81.81818181818181,87.2852233676976,25.88996763754045,20.95808383233533
717,1222,Heiligensee-Konradshöhe,0,2007,92.3076923076923,91.19170984455958,6.565656565656566,11.961722488038278
718,1223,Frohnau-Hermsdorf,0,2007,95.3125,90.96989966555184,2.6666666666666665,8.09968847352025
719,1230,Waidmannslust,0,2007,80.24032042723631,79.69465648854961,22.031473533619454,17.71812080536913
720,0101,Zentrum,0,2006,85.33094812164579,80.21505376344086,9.293680297397769,18.07017543859649
721,0102,Moabit,0,2006,74.28571428571429,81.08614232209737,21.818181818181817,23.62804878048781
722,0103,Gesundbrunnen,0,2006,62.10670314637483,73.7864077669903,32.291666666666664,41.56706507304117
723,0104,Wedding,0,2006,63.23155216284987,76.11710323574731,27.33160621761658,31.350681536555143
724,0201,Kreuzberg Nord,0,2006,76.70454545454545,73.77049180327869,25.475285171102666,25.095785440613028
725,0202,Kreuzberg Süd,0,2006,79.96357012750455,81.87372708757637,11.439114391143912,17.318435754189945
726,0203,Kreuzberg Ost,0,2006,81.52985074626865,83.03964757709251,16.0075329566855,22.574626865671643
727,0204,Friedrichshain West,0,2006,90.45801526717555,84.86238532110092,10.424710424710424,18.46153846153846
728,0205,Friedrichshain Ost,0,2006,89.80044345898004,86.68407310704961,10.304449648711945,11.685393258426966
729,0301,Buch,0,2006,89.91596638655462,89.28571428571429,15.254237288135592,16.10169491525424
730,0302,Nördliches Pankow,0,2006,95.1923076923077,92.03084832904884,11.604938271604938,13.768115942028986
731,0303,Nördliches Weißensee,0,2006,92.9936305732484,87.88927335640139,10.299003322259136,12.54125412541254
732,0304,Südliches Pankow,0,2006,92.99450549450547,89.05547226386807,9.523809523809524,14.992927864214993
733,0305,Südliches Weißensee,0,2006,91.83098591549296,85.41033434650456,14.88095238095238,18.233618233618238
734,0306,Nördlicher Prenzl. Berg,0,2006,91.34275618374558,86.66666666666667,6.469500924214418,9.30232558139535
735,0307,Südlicher Prenzl. Berg,0,2006,92.56594724220624,85.90785907859079,3.194103194103194,9.024390243902438
736,0401,Charlottenburg-Nord,0,2006,72.11538461538461,90.72164948453609,0.0,11.650485436893204
737,0402,Westend,0,2006,87.3076923076923,91.9831223628692,8.8,1.5384615384615383
738,0403,Charlottenburg,0,2006,82.68215417106653,87.58865248226951,10.151187904967603,14.605543710021324
739,0404,Schmargendorf,0,2006,79.33579335793358,86.93877551020408,7.196969696969697,10.74074074074074
740,0405,Wilmersdorf,0,2006,76.62921348314607,88.91566265060241,7.259953161592506,17.03056768558952
741,0406,Forst Grunewald,0,2006,0.0,0.0,0.0,0.0
742,0501,SPA 1,0,2006,76.37231503579952,85.57951482479784,23.6318407960199,20.479041916167663
743,0502,SPA 2,0,2006,78.51239669421487,87.78625954198473,15.743440233236152,20.58011049723757
744,0503,SPA 3,0,2006,75.84269662921348,82.38993710691824,23.39181286549708,20.786516853932586
745,0504,SPA 4,0,2006,89.63414634146342,92.2077922077922,4.968944099378882,12.422360248447204
746,0601,Region A,0,2006,85.37074148296593,88.23529411764706,8.488612836438923,10.261569416498991
747,0602,Region B,0,2006,85.91800356506239,92.36641221374046,9.107806691449817,14.412811387900357
748,0603,Region C,0,2006,89.2018779342723,89.98242530755712,5.636070853462158,7.550077041602465
749,0604,Region D,0,2006,87.54512635379061,92.38476953907816,3.302752293577982,5.017921146953405
750,0701,Schöneberg-Nord,0,2006,78.64321608040201,79.06976744186046,13.054830287206268,19.746835443037973
751,0702,Schöneberg-Süd,0,2006,83.06010928961749,85.24096385542168,11.977715877437326,20.54794520547945
752,0703,Friedenau,0,2006,84.83412322274881,87.21227621483376,6.295399515738499,15.035799522673033
753,0704,Tempelhof,0,2006,80.46709129511677,83.41232227488152,17.880794701986755,23.026315789473685
754,0705,Mariendorf,0,2006,81.00263852242745,85.87896253602305,19.137466307277627,12.876712328767123
755,0706,Marienfelde,0,2006,84.375,89.5397489539749,15.810276679841897,14.84375
756,0707,Lichtenrade,0,2006,81.91964285714286,88.64197530864197,10.730593607305936,11.337868480725623
757,0801,Neukölln,0,2006,62.219371391917896,72.81323877068557,27.26063829787234,29.921773142112126
758,0802,Britz-Buckow,0,2006,76.32508833922262,85.24271844660194,17.286245353159853,19.746376811594203
759,0803,Gropiusstadt,0,2006,67.45762711864407,84.70149253731343,29.642857142857142,23.591549295774648
760,0804,Buckow Nord / Rudow,0,2006,80.89887640449439,87.32394366197182,13.397129186602871,18.94977168949772
761,0901,Treptow-Köpenick 1,0,2006,89.03743315508021,86.66666666666667,16.71232876712329,16.266666666666666
762,0902,Treptow-Köpenick 2,0,2006,87.97953964194373,80.16759776536313,21.428571428571427,19.743589743589745
763,0903,Treptow-Köpenick 3,0,2006,93.43065693430655,84.39897698209718,18.703241895261847,10.268948655256724
764,0904,Treptow-Köpenick 4,0,2006,94.46808510638296,88.88888888888889,11.73913043478261,11.538461538461538
765,0905,Treptow-Köpenick 5,0,2006,95.7703927492447,89.03225806451613,7.763975155279503,9.50920245398773
766,1001,Marzahn,0,2006,82.01634877384195,83.59621451104101,28.450704225352112,27.83083219645293
767,1002,Hellersdorf,0,2006,84.10041841004184,87.01594533029613,33.69565217391305,28.542094455852155
768,1003,Biesdorf,0,2006,93.27731092436974,95.45454545454544,17.857142857142858,12.605042016806722
769,1004,Kaulsdorf / Mahlsdorf,0,2006,91.324200913242,91.52941176470588,16.8646080760095,15.54054054054054
770,1101,Hohenschönhausen Nord,0,2006,90.95127610208816,83.6734693877551,26.785714285714285,25.158562367864693
771,1102,Hohenschönhausen Süd,0,2006,91.76029962546816,88.88888888888889,18.08118081180812,16.666666666666668
772,1103,Lichtenberg Nord,0,2006,81.37755102040816,87.11484593837535,21.220159151193634,9.923664122137405
773,1104,Lichtenberg Mitte,0,2006,84.48753462603878,84.8396501457726,20.855614973262032,22.61306532663317
774,1105,Lichtenberg Süd,0,2006,91.08910891089108,91.7948717948718,10.294117647058824,9.047619047619047
775,1210,Reinickendorf-Ost,0,2006,78.6096256684492,83.03571428571429,20.9366391184573,33.24324324324324
776,1221,Tegel,0,2006,82.09718670076727,85.55240793201133,21.705426356589147,20.81218274111675
777,1222,Heiligensee-Konradshöhe,0,2006,92.44444444444444,89.3719806763285,6.018518518518518,10.407239819004523
778,1223,Frohnau-Hermsdorf,0,2006,89.47368421052632,88.92405063291139,3.939393939393939,8.70870870870871
779,1230,Waidmannslust,0,2006,78.91061452513966,82.5,22.53922967189729,21.951219512195124
